school_year,semester,course_id,student_id,final_score
2024-2025,HK1,MTH10498,21110183,6
2024-2025,HK1,MTH10498,21110185,9
2024-2025,HK1,MTH10498,21110186,10
2024-2025,HK1,MTH10498,21110192,8.75
2024-2025,HK1,MTH10498,21110195,7.25
2024-2025,HK1,MTH10498,21110204,10
2024-2025,HK1,MTH10498,21110206,10
2023-2024,HK1,MTH10476,21110004,10
2023-2024,HK1,MTH10476,21110022,7
2023-2024,HK1,MTH10476,21110025,7.5
2023-2024,HK1,MTH10476,21110034,6.25
2023-2024,HK1,MTH10476,21110060,10
2023-2024,HK1,MTH10476,21110066,10
2023-2024,HK1,MTH10476,21110084,7
2023-2024,HK1,MTH10476,21110109,9.5
2023-2024,HK1,MTH10476,21110126,7
2023-2024,HK1,MTH10476,21110136,6.75
2023-2024,HK1,MTH10476,21110143,9.25
2023-2024,HK1,MTH10476,21110163,7.75
2023-2024,HK1,MTH10476,21110174,8.75
2023-2024,HK1,MTH10476,21110209,9.75
2023-2024,HK1,MTH10476,21110001,5.5
2023-2024,HK1,MTH10476,21110007,5.75
2023-2024,HK1,MTH10476,21110013,10
2023-2024,HK1,MTH10476,21110026,5
2023-2024,HK1,MTH10476,21110027,7
2023-2024,HK1,MTH10420,21110003,5.5
2023-2024,HK1,MTH10420,21110008,6
2023-2024,HK1,MTH10420,21110009,10
2023-2024,HK1,MTH10420,21110018,10
2023-2024,HK1,MTH10420,21110028,7
2023-2024,HK1,MTH10420,21110032,8.25
2023-2024,HK1,MTH10420,21110041,7
2023-2024,HK1,MTH10420,21110053,7.5
2023-2024,HK1,MTH10420,21110059,10
2023-2024,HK1,MTH10420,21110082,7.5
2023-2024,HK1,MTH10420,21110089,5
2023-2024,HK1,MTH10420,21110090,10
2023-2024,HK1,MTH10420,21110110,10
2023-2024,HK1,MTH10420,21110121,5
2023-2024,HK1,MTH10420,21110131,5.75
2023-2024,HK1,MTH10420,21110142,10
2023-2024,HK1,MTH10420,21110153,6.75
2023-2024,HK1,MTH10420,21110157,9.75
2023-2024,HK1,MTH10420,21110172,6.7
2023-2024,HK1,MTH10420,21110184,8.5
2023-2024,HK1,MTH10420,21110188,7.65
2023-2024,HK1,MTH10420,21110189,7.2
2023-2024,HK1,MTH10420,21110199,7.23
2023-2024,HK1,MTH10420,21110201,5
2023-2024,HK1,MTH10420,21110208,9
2023-2024,HK1,MTH10420,21110210,9.75
2023-2024,HK2,MTH10325,21110003,7.25
2023-2024,HK2,MTH10325,21110008,8.75
2023-2024,HK2,MTH10325,21110009,8
2023-2024,HK2,MTH10325,21110018,5
2023-2024,HK2,MTH10325,21110028,10
2023-2024,HK2,MTH10325,21110032,10
2023-2024,HK2,MTH10325,21110041,9.75
2023-2024,HK2,MTH10325,21110053,6.5
2023-2024,HK2,MTH10325,21110059,5
2023-2024,HK2,MTH10325,21110082,7.25
2023-2024,HK2,MTH10325,21110089,7.75
2023-2024,HK2,MTH10325,21110090,6.75
2023-2024,HK2,MTH10325,21110110,9.5
2023-2024,HK2,MTH10325,21110121,10
2023-2024,HK2,MTH10325,21110131,7
2023-2024,HK2,MTH10325,21110142,9.75
2023-2024,HK2,MTH10325,21110153,10
2023-2024,HK2,MTH10325,21110157,10
2023-2024,HK2,MTH10325,21110172,7.75
2023-2024,HK2,MTH10325,21110184,6.5
2023-2024,HK2,MTH10325,21110188,10
2023-2024,HK2,MTH10325,21110189,10
2023-2024,HK2,MTH10325,21110199,10
2023-2024,HK2,MTH10325,21110201,10
2023-2024,HK2,MTH10325,21110208,7.5
2023-2024,HK2,MTH10325,21110210,7
2023-2024,HK2,MTH10325,21110004,10
2023-2024,HK2,MTH10325,21110022,8.5
2023-2024,HK2,MTH10325,21110025,8.75
2023-2024,HK2,MTH10325,21110034,7.25
2023-2024,HK2,MTH10325,21110060,9.75
2023-2024,HK2,MTH10325,21110066,10
2023-2024,HK2,MTH10325,21110084,9
2023-2024,HK2,MTH10325,21110109,10
2023-2024,HK2,MTH10325,21110126,6.75
2023-2024,HK2,MTH10325,21110136,8.5
2023-2024,HK2,MTH10325,21110143,10
2023-2024,HK2,MTH10325,21110163,8.5
2023-2024,HK2,MTH10325,21110174,10
2023-2024,HK2,MTH10325,21110209,10
2023-2024,HK2,MTH10325,21110005,10
2023-2024,HK2,MTH10325,21110015,8.5
2023-2024,HK2,MTH10325,21110042,8
2023-2024,HK2,MTH10325,21110043,6.5
2023-2024,HK2,MTH10325,21110050,5
2023-2024,HK2,MTH10325,21110088,8.25
2023-2024,HK2,MTH10325,21110096,8.5
2023-2024,HK2,MTH10325,21110120,5
2023-2024,HK2,MTH10325,21110124,6
2023-2024,HK2,MTH10325,21110127,6
2023-2024,HK2,MTH10325,21110140,7.25
2023-2024,HK2,MTH10325,21110144,8
2023-2024,HK2,MTH10325,21110166,9.25
2023-2024,HK2,MTH10325,21110167,7
2023-2024,HK2,MTH10325,21110169,10
2023-2024,HK2,MTH10325,21110180,7
2023-2024,HK2,MTH10325,21110182,8.5
2023-2024,HK2,MTH10325,21110183,7.25
2023-2024,HK2,MTH10325,21110185,10
2023-2024,HK2,MTH10325,21110186,10
2023-2024,HK2,MTH10325,21110192,9.25
2023-2024,HK2,MTH10325,21110195,9.5
2023-2024,HK2,MTH10325,21110204,10
2023-2024,HK2,MTH10325,21110206,6
2023-2024,HK1,MTH10317,21110001,5
2023-2024,HK1,MTH10317,21110044,9.25
2023-2024,HK1,MTH10317,21110048,5
2023-2024,HK1,MTH10317,21110049,10
2023-2024,HK1,MTH10317,21110063,10
2023-2024,HK1,MTH10317,21110074,7.5
2023-2024,HK1,MTH10317,21110092,7.5
2023-2024,HK1,MTH10317,21110095,8.25
2023-2024,HK1,MTH10317,21110098,8
2023-2024,HK1,MTH10317,21110108,8.75
2023-2024,HK1,MTH10317,21110128,5
2023-2024,HK1,MTH10317,21110170,8.5
2023-2024,HK1,MTH10317,21110007,7
2023-2024,HK1,MTH10317,21110013,8.5
2023-2024,HK1,MTH10317,21110035,6
2023-2024,HK1,MTH10317,21110051,6.75
2023-2024,HK1,MTH10317,21110064,6.5
2023-2024,HK1,MTH10317,21110070,10
2023-2024,HK1,MTH10317,21110080,5
2023-2024,HK1,MTH10317,21110100,7.75
2023-2024,HK1,MTH10317,21110101,9.25
2023-2024,HK1,MTH10317,21110125,9
2023-2024,HK1,MTH10317,21110133,8
2023-2024,HK1,MTH10317,21110135,8.75
2023-2024,HK1,MTH10317,21110147,5.75
2023-2024,HK1,MTH10317,21110165,8.5
2023-2024,HK1,MTH10317,21110181,7.25
2023-2024,HK1,MTH10317,21110196,8.5
2024-2025,HK2,MTH10415,21110005,9.5
2024-2025,HK2,MTH10415,21110015,6.5
2024-2025,HK2,MTH10415,21110042,7.75
2024-2025,HK2,MTH10415,21110043,7.5
2024-2025,HK2,MTH10415,21110050,5
2024-2025,HK2,MTH10415,21110088,7.75
2024-2025,HK2,MTH10415,21110096,9.25
2024-2025,HK2,MTH10415,21110120,10
2024-2025,HK2,MTH10415,21110124,10
2024-2025,HK2,MTH10415,21110127,9.5
2024-2025,HK2,MTH10415,21110140,8
2024-2025,HK2,MTH10415,21110144,9.75
2024-2025,HK2,MTH10415,21110166,7.25
2024-2025,HK2,MTH10415,21110167,7.75
2024-2025,HK2,MTH10415,21110169,6.25
2024-2025,HK2,MTH10415,21110180,8.25
2024-2025,HK2,MTH10415,21110182,8.75
2024-2025,HK2,MTH10415,21110183,8
2024-2025,HK2,MTH10415,21110185,5
2024-2025,HK2,MTH10415,21110186,8.5
2024-2025,HK2,MTH10415,21110192,8.5
2024-2025,HK2,MTH10415,21110195,8.25
2024-2025,HK2,MTH10415,21110204,5.75
2024-2025,HK2,MTH10415,21110206,10
2023-2024,HK1,MTH10433,21110003,10
2023-2024,HK1,MTH10433,21110008,9
2023-2024,HK1,MTH10433,21110009,5
2023-2024,HK1,MTH10433,21110018,6
2023-2024,HK1,MTH10433,21110028,9.25
2023-2024,HK1,MTH10433,21110032,7.75
2023-2024,HK1,MTH10433,21110041,7.5
2023-2024,HK1,MTH10433,21110053,7
2023-2024,HK1,MTH10433,21110059,10
2023-2024,HK1,MTH10433,21110082,7.5
2023-2024,HK1,MTH10433,21110089,10
2023-2024,HK1,MTH10433,21110090,7.75
2023-2024,HK1,MTH10433,21110110,6.5
2023-2024,HK1,MTH10433,21110121,7
2023-2024,HK1,MTH10433,21110131,9.25
2023-2024,HK1,MTH10433,21110142,8.75
2023-2024,HK1,MTH10433,21110153,9.25
2023-2024,HK1,MTH10433,21110157,5.75
2023-2024,HK1,MTH10433,21110172,10
2023-2024,HK1,MTH10433,21110184,6.25
2023-2024,HK1,MTH10433,21110188,10
2023-2024,HK1,MTH10433,21110189,8
2023-2024,HK1,MTH10433,21110199,10
2023-2024,HK1,MTH10433,21110201,10
2023-2024,HK1,MTH10433,21110208,8.75
2023-2024,HK1,MTH10433,21110210,9
2023-2024,HK1,MTH10433,21110004,8.5
2023-2024,HK1,MTH10433,21110022,10
2023-2024,HK1,MTH10433,21110025,7.25
2023-2024,HK1,MTH10433,21110034,10
2023-2024,HK1,MTH10433,21110060,6
2023-2024,HK1,MTH10433,21110066,7
2023-2024,HK1,MTH10433,21110084,6
2023-2024,HK1,MTH10433,21110109,5.5
2023-2024,HK1,MTH10433,21110126,10
2023-2024,HK1,MTH10433,21110136,9.25
2023-2024,HK1,MTH10433,21110143,8.75
2023-2024,HK1,MTH10433,21110163,10
2023-2024,HK1,MTH10433,21110174,5.5
2023-2024,HK1,MTH10433,21110209,6.5
2023-2024,HK1,MTH10433,21110005,7.75
2023-2024,HK1,MTH10433,21110015,5.25
2023-2024,HK1,MTH10433,21110042,10
2023-2024,HK1,MTH10433,21110043,5.5
2023-2024,HK1,MTH10433,21110050,7.25
2023-2024,HK1,MTH10433,21110088,7
2023-2024,HK1,MTH10433,21110096,5
2023-2024,HK1,MTH10433,21110120,6.75
2023-2024,HK1,MTH10433,21110124,8.75
2023-2024,HK1,MTH10433,21110127,8.25
2023-2024,HK1,MTH10433,21110140,8.75
2023-2024,HK1,MTH10433,21110144,7.25
2023-2024,HK1,MTH10433,21110166,7.25
2023-2024,HK1,MTH10433,21110167,7
2023-2024,HK1,MTH10433,21110169,9.5
2023-2024,HK1,MTH10433,21110180,8.75
2023-2024,HK1,MTH10433,21110182,6.5
2023-2024,HK1,MTH10433,21110183,6
2023-2024,HK1,MTH10433,21110185,9.5
2023-2024,HK1,MTH10433,21110186,5.25
2023-2024,HK1,MTH10433,21110192,6
2023-2024,HK1,MTH10433,21110195,10
2023-2024,HK1,MTH10433,21110204,6.25
2023-2024,HK1,MTH10433,21110206,8.75
2023-2024,HK1,MTH10433,21110019,8.5
2023-2024,HK1,MTH10433,21110023,10
2023-2024,HK1,MTH10433,21110024,7.25
2023-2024,HK1,MTH10433,21110037,9.25
2023-2024,HK1,MTH10433,21110054,8.5
2023-2024,HK1,MTH10433,21110055,5.25
2023-2024,HK1,MTH10433,21110058,8
2023-2024,HK1,MTH10433,21110067,5
2023-2024,HK1,MTH10433,21110071,8.5
2023-2024,HK1,MTH10433,21110087,10
2023-2024,HK1,MTH10433,21110097,7.75
2023-2024,HK1,MTH10433,21110102,7
2023-2024,HK1,MTH10433,21110106,5
2023-2024,HK1,MTH10433,21110119,8.5
2023-2024,HK1,MTH10433,21110132,5.75
2023-2024,HK1,MTH10433,21110146,7.25
2023-2024,HK1,MTH10433,21110154,8.5
2023-2024,HK1,MTH10433,21110168,6.5
2023-2024,HK1,MTH10433,21110173,5.5
2023-2024,HK1,MTH10433,21110177,7.75
2023-2024,HK1,MTH10433,21110193,5
2023-2024,HK1,MTH10433,21110198,10
2023-2024,HK1,MTH10433,21110200,9.25
2023-2024,HK1,MTH10433,21110207,5.75
2023-2024,HK1,MTH10433,21110021,8.5
2023-2024,HK1,MTH10433,21110030,7.5
2023-2024,HK1,MTH10433,21110039,10
2023-2024,HK1,MTH10433,21110078,5
2023-2024,HK1,MTH10433,21110103,9.25
2023-2024,HK1,MTH10433,21110130,6.5
2023-2024,HK1,MTH10433,21110149,8.5
2023-2024,HK1,MTH10433,21110155,7
2023-2024,HK1,MTH10433,21110191,8.25
2023-2024,HK1,MTH10433,21110202,10
2023-2024,HK1,MTH10433,21110029,6.25
2023-2024,HK1,MTH10433,21110047,10
2023-2024,HK1,MTH10433,21110075,7.5
2023-2024,HK1,MTH10433,21110076,9.75
2023-2024,HK1,MTH10433,21110086,8
2023-2024,HK1,MTH10433,21110093,8.75
2023-2024,HK1,MTH10433,21110111,5.75
2023-2024,HK1,MTH10433,21110122,9.75
2023-2024,HK1,MTH10433,21110123,6.5
2023-2024,HK1,MTH10433,21110139,7.25
2023-2024,HK1,MTH10433,21110141,10
2023-2024,HK1,MTH10433,21110145,10
2023-2024,HK1,MTH10433,21110148,7.75
2023-2024,HK1,MTH10433,21110159,8.25
2023-2024,HK1,MTH10433,21110161,10
2023-2024,HK1,MTH10433,21110162,7.25
2023-2024,HK1,MTH10433,21110190,7.25
2023-2024,HK1,MTH10433,21110012,6.5
2023-2024,HK1,MTH10433,21110016,5
2023-2024,HK1,MTH10433,21110020,8.5
2023-2024,HK1,MTH10433,21110033,5
2023-2024,HK1,MTH10433,21110061,10
2023-2024,HK1,MTH10433,21110068,10
2023-2024,HK1,MTH10433,21110069,6
2023-2024,HK1,MTH10433,21110072,7.25
2023-2024,HK1,MTH10433,21110073,8.25
2023-2024,HK1,MTH10433,21110077,10
2023-2024,HK1,MTH10433,21110091,10
2023-2024,HK1,MTH10433,21110094,7
2023-2024,HK1,MTH10433,21110104,5.75
2023-2024,HK1,MTH10433,21110112,8.75
2023-2024,HK1,MTH10433,21110113,7.25
2023-2024,HK1,MTH10433,21110118,9.25
2023-2024,HK1,MTH10433,21110158,8.25
2023-2024,HK1,MTH10433,21110160,9.75
2023-2024,HK1,MTH10433,21110175,7.75
2023-2024,HK1,MTH10433,21110203,10
2023-2024,HK1,MTH10433,21110205,8.27
2024-2025,HK1,MTH10610,21110005,9.25
2024-2025,HK1,MTH10610,21110015,7.67
2024-2025,HK1,MTH10610,21110042,7.51
2024-2025,HK1,MTH10610,21110043,7.41
2024-2025,HK1,MTH10610,21110050,9.33
2024-2025,HK1,MTH10610,21110088,9.84
2024-2025,HK1,MTH10610,21110096,7.35
2024-2025,HK1,MTH10610,21110120,8.21
2024-2025,HK1,MTH10610,21110124,9.71
2024-2025,HK1,MTH10610,21110127,7.63
2024-2025,HK1,MTH10610,21110140,7.1
2024-2025,HK1,MTH10610,21110144,9.54
2024-2025,HK1,MTH10610,21110166,8.08
2024-2025,HK1,MTH10610,21110167,7.82
2024-2025,HK1,MTH10610,21110169,9.6
2024-2025,HK1,MTH10610,21110180,9.4
2024-2025,HK1,MTH10610,21110182,7.73
2024-2025,HK1,MTH10610,21110183,8.27
2024-2025,HK1,MTH10610,21110185,9.68
2024-2025,HK1,MTH10610,21110186,9.97
2024-2025,HK1,MTH10610,21110192,7.51
2024-2025,HK1,MTH10610,21110195,8.58
2024-2025,HK1,MTH10610,21110204,8
2024-2025,HK1,MTH10610,21110206,9.03
2024-2025,HK1,MTH10533,21110005,7.51
2024-2025,HK1,MTH10533,21110015,7.49
2024-2025,HK1,MTH10533,21110042,9.52
2024-2025,HK1,MTH10533,21110043,8.04
2024-2025,HK1,MTH10533,21110050,7.01
2024-2025,HK1,MTH10533,21110088,9.58
2024-2025,HK1,MTH10533,21110096,8.39
2024-2025,HK1,MTH10533,21110120,7.1
2024-2025,HK1,MTH10533,21110124,7.49
2024-2025,HK1,MTH10533,21110127,8.18
2024-2025,HK1,MTH10533,21110140,9.6
2024-2025,HK1,MTH10533,21110144,8.49
2024-2025,HK1,MTH10533,21110166,8.47
2024-2025,HK1,MTH10533,21110167,9.69
2024-2025,HK1,MTH10533,21110169,8.15
2024-2025,HK1,MTH10533,21110180,6.86
2024-2025,HK1,MTH10533,21110182,9.17
2024-2025,HK1,MTH10533,21110183,7.59
2024-2025,HK1,MTH10533,21110185,9.05
2024-2025,HK1,MTH10533,21110186,6.73
2024-2025,HK1,MTH10533,21110192,7.83
2024-2025,HK1,MTH10533,21110195,8.34
2024-2025,HK1,MTH10533,21110204,6.16
2024-2025,HK1,MTH10533,21110206,9.45
2023-2024,HK1,MTH10436,21110003,9.61
2023-2024,HK1,MTH10436,21110008,9.26
2023-2024,HK1,MTH10436,21110009,8.75
2023-2024,HK1,MTH10436,21110018,9.97
2023-2024,HK1,MTH10436,21110028,8.74
2023-2024,HK1,MTH10436,21110032,7.84
2023-2024,HK1,MTH10436,21110041,7.41
2023-2024,HK1,MTH10436,21110053,9.93
2023-2024,HK1,MTH10436,21110059,7.64
2023-2024,HK1,MTH10436,21110082,7.74
2023-2024,HK1,MTH10436,21110089,9.96
2023-2024,HK1,MTH10436,21110090,8.21
2023-2024,HK1,MTH10436,21110110,7.53
2023-2024,HK1,MTH10436,21110121,9.19
2023-2024,HK1,MTH10436,21110131,7.05
2023-2024,HK1,MTH10436,21110142,8.72
2023-2024,HK1,MTH10436,21110153,9.05
2023-2024,HK1,MTH10436,21110157,9.79
2023-2024,HK1,MTH10436,21110172,8.74
2023-2024,HK1,MTH10436,21110184,9.12
2023-2024,HK1,MTH10436,21110188,8.04
2023-2024,HK1,MTH10436,21110189,8.18
2023-2024,HK1,MTH10436,21110199,8.63
2023-2024,HK1,MTH10436,21110201,5.25
2023-2024,HK1,MTH10436,21110208,7.25
2023-2024,HK1,MTH10436,21110210,7
2023-2024,HK1,MTH10436,21110004,6
2023-2024,HK1,MTH10436,21110022,9.25
2023-2024,HK1,MTH10436,21110025,10
2023-2024,HK1,MTH10436,21110034,5.25
2023-2024,HK1,MTH10436,21110060,10
2023-2024,HK1,MTH10436,21110066,8.75
2023-2024,HK1,MTH10436,21110084,5
2023-2024,HK1,MTH10436,21110109,5
2023-2024,HK1,MTH10436,21110126,8.75
2023-2024,HK1,MTH10436,21110136,8
2023-2024,HK1,MTH10436,21110143,10
2023-2024,HK1,MTH10436,21110163,10
2023-2024,HK1,MTH10436,21110174,8.5
2023-2024,HK1,MTH10436,21110209,8.25
2023-2024,HK1,MTH10436,21110005,6
2023-2024,HK1,MTH10436,21110015,10
2023-2024,HK1,MTH10436,21110042,9.75
2023-2024,HK1,MTH10436,21110043,5.25
2023-2024,HK1,MTH10436,21110050,6.5
2023-2024,HK1,MTH10436,21110088,7
2023-2024,HK1,MTH10436,21110096,10
2023-2024,HK1,MTH10436,21110120,7.25
2023-2024,HK1,MTH10436,21110124,8
2023-2024,HK1,MTH10436,21110127,10
2023-2024,HK1,MTH10436,21110140,10
2023-2024,HK1,MTH10436,21110144,8.25
2023-2024,HK1,MTH10436,21110166,7.5
2023-2024,HK1,MTH10436,21110167,8.25
2023-2024,HK1,MTH10436,21110169,5
2023-2024,HK1,MTH10436,21110180,5
2023-2024,HK1,MTH10436,21110182,10
2023-2024,HK1,MTH10436,21110183,8.5
2023-2024,HK1,MTH10436,21110185,5.75
2023-2024,HK1,MTH10436,21110186,7.5
2023-2024,HK1,MTH10436,21110192,5.25
2023-2024,HK1,MTH10436,21110195,10
2023-2024,HK1,MTH10436,21110204,8.25
2023-2024,HK1,MTH10436,21110206,7.25
2023-2024,HK1,MTH10436,21110001,9.75
2023-2024,HK1,MTH10436,21110044,8.25
2023-2024,HK1,MTH10436,21110048,7
2023-2024,HK1,MTH10436,21110049,5.5
2023-2024,HK1,MTH10436,21110063,7.25
2023-2024,HK1,MTH10436,21110074,7
2023-2024,HK1,MTH10436,21110092,5
2023-2024,HK1,MTH10436,21110095,10
2023-2024,HK1,MTH10436,21110098,9
2023-2024,HK1,MTH10436,21110108,5
2023-2024,HK1,MTH10436,21110128,10
2023-2024,HK1,MTH10436,21110170,10
2023-2024,HK1,MTH10436,21110007,8.5
2023-2024,HK1,MTH10436,21110013,10
2023-2024,HK1,MTH10436,21110035,9
2023-2024,HK1,MTH10436,21110051,6.25
2023-2024,HK1,MTH10436,21110064,7
2023-2024,HK1,MTH10436,21110070,8
2023-2024,HK1,MTH10436,21110080,7.75
2023-2024,HK1,MTH10436,21110100,10
2023-2024,HK1,MTH10436,21110101,7.5
2023-2024,HK1,MTH10436,21110125,10
2023-2024,HK1,MTH10436,21110133,8.25
2023-2024,HK1,MTH10436,21110135,8
2023-2024,HK1,MTH10436,21110147,5.5
2023-2024,HK1,MTH10436,21110165,10
2023-2024,HK1,MTH10436,21110181,8.75
2023-2024,HK1,MTH10436,21110196,10
2023-2024,HK1,MTH10436,21110026,9.5
2023-2024,HK1,MTH10436,21110027,9.25
2023-2024,HK1,MTH10436,21110038,6.75
2023-2024,HK1,MTH10436,21110057,7
2023-2024,HK1,MTH10436,21110062,7.75
2023-2024,HK1,MTH10436,21110065,7.5
2023-2024,HK1,MTH10436,21110081,9
2023-2024,HK1,MTH10436,21110083,7.5
2023-2024,HK1,MTH10436,21110107,9.75
2023-2024,HK1,MTH10436,21110117,10
2023-2024,HK1,MTH10436,21110138,8.25
2023-2024,HK1,MTH10436,21110151,8.25
2023-2024,HK1,MTH10436,21110164,8.5
2023-2024,HK1,MTH10436,21110171,6.75
2023-2024,HK1,MTH10436,21110197,9
2023-2024,HK1,MTH10308,21110001,6.5
2023-2024,HK1,MTH10308,21110044,7
2023-2024,HK1,MTH10308,21110048,7.5
2023-2024,HK1,MTH10308,21110049,5
2023-2024,HK1,MTH10308,21110063,7
2023-2024,HK1,MTH10308,21110074,10
2023-2024,HK1,MTH10308,21110092,7.5
2023-2024,HK1,MTH10308,21110095,7.5
2023-2024,HK1,MTH10308,21110098,8.75
2023-2024,HK1,MTH10308,21110108,5.75
2023-2024,HK1,MTH10308,21110128,10
2023-2024,HK1,MTH10308,21110170,7
2023-2024,HK1,MTH10308,21110026,9.5
2023-2024,HK1,MTH10308,21110027,6.5
2023-2024,HK1,MTH10308,21110038,10
2023-2024,HK1,MTH10308,21110057,6
2023-2024,HK1,MTH10308,21110062,8
2023-2024,HK1,MTH10308,21110065,10
2023-2024,HK1,MTH10308,21110081,9
2023-2024,HK1,MTH10308,21110083,5
2023-2024,HK1,MTH10308,21110107,6.25
2023-2024,HK1,MTH10308,21110117,8.75
2023-2024,HK1,MTH10308,21110138,10
2023-2024,HK1,MTH10308,21110151,10
2023-2024,HK1,MTH10308,21110164,7.25
2023-2024,HK1,MTH10308,21110171,7.75
2023-2024,HK1,MTH10308,21110197,7
2023-2024,HK2,MTH10414,21110004,8.25
2023-2024,HK2,MTH10414,21110022,8.25
2023-2024,HK2,MTH10414,21110025,10
2023-2024,HK2,MTH10414,21110034,5.25
2023-2024,HK2,MTH10414,21110060,10
2023-2024,HK2,MTH10414,21110066,5
2023-2024,HK2,MTH10414,21110084,5.75
2023-2024,HK2,MTH10414,21110109,9
2023-2024,HK2,MTH10414,21110126,10
2023-2024,HK2,MTH10414,21110136,10
2023-2024,HK2,MTH10414,21110143,7.25
2023-2024,HK2,MTH10414,21110163,8.75
2023-2024,HK2,MTH10414,21110174,7.75
2023-2024,HK2,MTH10414,21110209,7.5
2023-2024,HK2,MTH10414,21110008,8.75
2023-2024,HK2,MTH10414,21110009,6.75
2023-2024,HK2,MTH10414,21110010,5.5
2023-2024,HK2,MTH10414,21110015,9
2023-2024,HK2,MTH10414,21110017,5
2023-2024,HK2,MTH10414,21110018,8.5
2023-2024,HK1,MTH10605,21110001,9.25
2023-2024,HK1,MTH10605,21110044,5
2023-2024,HK1,MTH10605,21110048,5
2023-2024,HK1,MTH10605,21110049,6.75
2023-2024,HK1,MTH10605,21110063,5
2023-2024,HK1,MTH10605,21110074,6.75
2023-2024,HK1,MTH10605,21110092,7.25
2023-2024,HK1,MTH10605,21110095,9
2023-2024,HK1,MTH10605,21110098,8.5
2023-2024,HK1,MTH10605,21110108,5.5
2023-2024,HK1,MTH10605,21110128,6.75
2023-2024,HK1,MTH10605,21110170,9.25
2023-2024,HK1,MTH10605,21110007,5.75
2023-2024,HK1,MTH10605,21110013,10
2023-2024,HK1,MTH10605,21110035,9.75
2023-2024,HK1,MTH10605,21110051,5
2023-2024,HK1,MTH10605,21110064,9.75
2023-2024,HK1,MTH10605,21110070,8
2023-2024,HK1,MTH10605,21110080,8.5
2023-2024,HK1,MTH10605,21110100,8.75
2023-2024,HK1,MTH10605,21110101,7.25
2023-2024,HK1,MTH10605,21110125,5.75
2023-2024,HK1,MTH10605,21110133,6
2023-2024,HK1,MTH10605,21110135,8
2023-2024,HK1,MTH10605,21110147,9.25
2023-2024,HK1,MTH10605,21110165,8.75
2023-2024,HK1,MTH10605,21110181,9.5
2023-2024,HK1,MTH10605,21110196,5.5
2023-2024,HK1,MTH10605,21110026,8.5
2023-2024,HK1,MTH10605,21110027,10
2023-2024,HK1,MTH10605,21110038,7.75
2023-2024,HK1,MTH10605,21110057,9.5
2023-2024,HK1,MTH10605,21110062,10
2023-2024,HK1,MTH10605,21110065,9.75
2023-2024,HK1,MTH10605,21110081,6.25
2023-2024,HK1,MTH10605,21110083,6.5
2023-2024,HK1,MTH10605,21110107,5
2023-2024,HK1,MTH10605,21110117,7.5
2023-2024,HK1,MTH10605,21110138,7.5
2023-2024,HK1,MTH10605,21110151,7
2023-2024,HK1,MTH10605,21110164,8.25
2023-2024,HK1,MTH10605,21110171,6.75
2023-2024,HK1,MTH10605,21110197,7.75
2023-2024,HK2,MTH10426,21110005,7.75
2023-2024,HK2,MTH10426,21110015,9
2023-2024,HK2,MTH10426,21110042,10
2023-2024,HK2,MTH10426,21110043,8.5
2023-2024,HK2,MTH10426,21110050,7.5
2023-2024,HK2,MTH10426,21110088,9
2023-2024,HK2,MTH10426,21110096,5.5
2023-2024,HK2,MTH10426,21110120,6.5
2023-2024,HK2,MTH10426,21110124,8
2023-2024,HK2,MTH10426,21110127,10
2023-2024,HK2,MTH10426,21110140,7
2023-2024,HK2,MTH10426,21110144,8
2023-2024,HK2,MTH10426,21110166,7.5
2023-2024,HK2,MTH10426,21110167,9
2023-2024,HK2,MTH10426,21110169,6.5
2023-2024,HK2,MTH10426,21110180,6
2023-2024,HK2,MTH10426,21110182,7.25
2023-2024,HK2,MTH10426,21110183,8.5
2023-2024,HK2,MTH10426,21110185,7
2023-2024,HK2,MTH10426,21110186,5
2023-2024,HK2,MTH10426,21110192,5
2023-2024,HK2,MTH10426,21110195,6.5
2023-2024,HK2,MTH10426,21110204,10
2023-2024,HK2,MTH10426,21110206,8.25
2023-2024,HK2,MTH10358,21110001,8
2023-2024,HK2,MTH10358,21110044,10
2023-2024,HK2,MTH10358,21110048,6.75
2023-2024,HK2,MTH10358,21110049,6.75
2023-2024,HK2,MTH10358,21110063,6.25
2023-2024,HK2,MTH10358,21110074,9
2023-2024,HK2,MTH10358,21110092,8.75
2023-2024,HK2,MTH10358,21110095,8.5
2023-2024,HK2,MTH10358,21110098,6.5
2023-2024,HK2,MTH10358,21110108,9.25
2023-2024,HK2,MTH10358,21110128,8.25
2023-2024,HK2,MTH10358,21110170,6.5
2023-2024,HK2,MTH10358,21110007,8
2023-2024,HK2,MTH10358,21110013,8
2023-2024,HK2,MTH10358,21110035,7.5
2023-2024,HK2,MTH10358,21110051,8.5
2023-2024,HK2,MTH10358,21110064,7.75
2023-2024,HK2,MTH10358,21110070,7
2023-2024,HK2,MTH10358,21110080,7.75
2023-2024,HK2,MTH10358,21110100,5
2023-2024,HK2,MTH10358,21110101,9.5
2023-2024,HK2,MTH10358,21110125,8.25
2023-2024,HK2,MTH10358,21110133,6.5
2023-2024,HK2,MTH10358,21110135,8
2023-2024,HK2,MTH10358,21110147,8
2023-2024,HK2,MTH10358,21110165,7.5
2023-2024,HK2,MTH10358,21110181,8.5
2023-2024,HK2,MTH10358,21110196,6.5
2022-2023,HK2,MTH10332,21110026,7.75
